_id,﻿id,año,rol_establecimiento,id_rol_establecimiento,id_vu,nombre_establecimiento,razon_social,rut_razon_social,ciiu4,id_ciiu4,ciiu6,id_ciiu6,latitud,longitud,id_comuna,comuna,provincia,region,rubro_vu,id_rubro_vu,entrada_salida,cantidad_toneladas,tratamiento_nivel_3,id_tratamiento_nivel_3,tratamiento_nivel_1,id_tratamiento_nivel_1,capitulo_ler,id_capitulo_ler,subcapitulo_ler,id_subcapitulo_ler,nombre_ler,ler_codigo
206,98,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,64","Reciclaje de papel, cartón y productos de papel",16,Valorización,2,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",15,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),1,15 01 07 | Envases de vidrio,2007-01-15T00:00:00
207,99,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"2,61","Reciclaje de papel, cartón y productos de papel",16,Valorización,2,16 | Residuos no especificados en otro capítulo de la lista,16,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",1,16 01 99 | Residuos no especificados de otra forma,1999-01-16T00:00:00
208,498,2022,Destinatario Final,4,5479785,Relleno Sanitario Chaqueta Blanca,CONSORCIO SANTA MARTA S A,96828810-5,NULL,NULL,NULL,NULL,NULL,NULL,2101,Antofagasta,NULL,Metropolitana de Santiago,NULL,NULL,1,"26,32",Relleno sanitario,11,Eliminación,1,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,05 | Residuos de la industria de productos lácteos,5,02 05 01 | Materiales inadecuados para el consumo o la elaboración,2001-02-05T00:00:00
209,100,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"733,7686","Reciclaje de papel, cartón y productos de papel",16,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 01 | Papel y cartón,2001-01-20T00:00:00
210,101,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"1,953","Reciclaje de papel, cartón y productos de papel",16,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 39 | Plásticos,2039-01-20T00:00:00
211,102,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"3,426","Reciclaje de papel, cartón y productos de papel",16,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 40 | Metales,2040-01-20T00:00:00
212,103,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"17,369","Reciclaje de papel, cartón y productos de papel",16,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 99 | Otras fracciones no especificadas en otra categoría,1999-01-20T00:00:00
213,104,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,584",Reciclaje de plásticos,18,Valorización,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",1,02 01 04 | Residuos de plásticos (excepto embalajes),2004-02-01T00:00:00
214,105,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,08",Reciclaje de plásticos,18,Valorización,2,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",3,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,2008-03-03T00:00:00
215,107,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"2,178",Reciclaje de plásticos,18,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 99 | Residuos no especificados en otra categoría,1999-12-01T00:00:00
216,108,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"45,43",Reciclaje de plásticos,18,Valorización,2,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",15,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),1,15 01 01 | Envases de papel y cartón,2001-01-15T00:00:00
217,109,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"162,75615",Reciclaje de plásticos,18,Valorización,2,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",15,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),1,15 01 02 | Envases de plástico,2002-01-15T00:00:00
218,110,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,15",Reciclaje de plásticos,18,Valorización,2,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",15,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),1,15 01 06 | Envases mezclados,2006-01-15T00:00:00
219,343,2022,Destinatario Final,4,5479776,RUKAMAQ,"ARRIENDO DE MAQUINARIAS, EQUIPOS Y MOVIMIENTOS DE TIERRA SOULAT SPA",76283474-K,Preparación del terreno,F4312,Preparación del terreno,F431200,"-37,2466681489658","-73,3146183968201",8202,Arauco,Arauco,Biobío,Construcción,16,1,"368,8",Sitio de Escombros de la Construcción,60,Eliminación,1,17 | Residuos de la construcción y demolición,17,09 | Otros residuos de construcción y demolición,9,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",2004-09-17T00:00:00
220,111,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,228",Reciclaje de plásticos,18,Valorización,2,16 | Residuos no especificados en otro capítulo de la lista,16,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",1,16 01 19 | Plástico,2019-01-16T00:00:00
221,112,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,21",Reciclaje de plásticos,18,Valorización,2,17 | Residuos de la construcción y demolición,17,"02 | Madera, vidrio y plástico",2,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",2003-02-17T00:00:00
222,113,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"2,856",Reciclaje de plásticos,18,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 01 | Papel y cartón,2001-01-20T00:00:00
223,114,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"107,7485",Reciclaje de plásticos,18,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 39 | Plásticos,2039-01-20T00:00:00
224,115,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,84",Reciclaje de plásticos,18,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 40 | Metales,2040-01-20T00:00:00
225,116,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,16",Reciclaje de vidrio,19,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 99 | Residuos no especificados en otra categoría,1999-12-01T00:00:00
226,3650,2022,Destinatario Final,4,5459127,R01G377,SOC COMERCIAL RECMETAL COMPANIA LIMITADA,77612130-4,Venta al por mayor de metales y minerales metalíferos,G4662,Venta al por mayor de metales y minerales metalíferos,G466200,"-20,273904077068","-70,086788163014",1107,Alto Hospicio,Iquique,Tarapacá,Comercio mayorista,18,1,"292,26",Pretratamiento de Metales,44,Recolección,5,17 | Residuos de la construcción y demolición,17,"02 | Madera, vidrio y plástico",2,17 02 10 | Plástico HDPE (polietileno de alta densidad),2010-02-17T00:00:00
227,117,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"7,9",Reciclaje de vidrio,19,Valorización,2,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",15,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),1,15 01 07 | Envases de vidrio,2007-01-15T00:00:00
228,118,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,01",Reciclaje de vidrio,19,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 01 | Papel y cartón,2001-01-20T00:00:00
229,119,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"3,38",Reciclaje de vidrio,19,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 02 | Vidrio,2002-01-20T00:00:00
230,120,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"6,42",Recolección,5,Recolección,5,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,03 | Otros residuos municipales,3,20 03 99 | Residuos municipales no especificados en otra categoría,1999-03-20T00:00:00
231,121,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"31,61",Relleno sanitario,11,Eliminación,1,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",2,02 02 03 | Materiales inadecuados para el consumo o la elaboración,2003-02-02T00:00:00
232,133,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"32,761",Valorización,2,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 39 | Plásticos,2039-01-20T00:00:00
233,122,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"2,025",Relleno sanitario,11,Eliminación,1,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas",3,02 03 04 | Materiales inadecuados para el consumo o la elaboración,2004-02-03T00:00:00
234,123,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"12,74",Relleno sanitario,11,Eliminación,1,"08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión",8,03 | Residuos de la FFDU de tintas de impresión,3,08 03 07 | Lodos acuosos que contienen tinta,2007-08-03T00:00:00
235,124,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,717",Relleno sanitario,11,Eliminación,1,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",15,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),1,15 01 01 | Envases de papel y cartón,2001-01-15T00:00:00
236,125,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,81",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 08 | Residuos biodegradables de cocinas y restaurantes,2008-01-20T00:00:00
237,126,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,203",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 38 | Madera distinta de la especificada en el código 20 01 37,2038-01-20T00:00:00
238,127,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,405",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 39 | Plásticos,2039-01-20T00:00:00
239,128,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"1,02",Residuos Voluminosos,49,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 99 | Otras fracciones no especificadas en otra categoría,1999-01-20T00:00:00
240,129,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,18",Valorización,2,Valorización,2,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",15,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),1,15 01 01 | Envases de papel y cartón,2001-01-15T00:00:00
241,130,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"1,42",Valorización,2,Valorización,2,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",15,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),1,15 01 05 | Envases compuestos,2005-01-15T00:00:00
242,131,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"22,108",Valorización,2,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 01 | Papel y cartón,2001-01-20T00:00:00
243,132,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"18,68",Valorización,2,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 02 | Vidrio,2002-01-20T00:00:00
244,134,2022,Destinatario Final,4,5461524,RECUPAC SUCURSAL HUECHURABA,RECUPAC S.A.,96588400-9,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,"-33,361572953068","-70,679663936449",13107,Huechuraba,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"0,33",Valorización,2,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 40 | Metales,2040-01-20T00:00:00
245,135,2022,Destinatario Final,4,5461522,RECUPAC SUCURSAL CERRILLOS,RECUPAC S.A.,96588400-9,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-33,491070576744","-70,717452343108",13102,Cerrillos,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"7,7",Compostaje,27,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,02 | Residuos de parques y jardines (incluidos los residuos de cementerios),2,20 02 01 | Residuos biodegradables,2001-02-20T00:00:00
246,136,2022,Destinatario Final,4,5461522,RECUPAC SUCURSAL CERRILLOS,RECUPAC S.A.,96588400-9,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-33,491070576744","-70,717452343108",13102,Cerrillos,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"6,82",Co-procesamiento,23,Valorización,2,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 39 | Plásticos,2039-01-20T00:00:00
247,137,2022,Destinatario Final,4,5461522,RECUPAC SUCURSAL CERRILLOS,RECUPAC S.A.,96588400-9,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-33,491070576744","-70,717452343108",13102,Cerrillos,Santiago,Metropolitana de Santiago,Gestores de residuos,15,1,"12,814",Eliminación,1,Eliminación,1,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",15,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),1,15 01 01 | Envases de papel y cartón,2001-01-15T00:00:00
